date,asset,price,volume
2010-10-22 00:00:00+00:00,Equity(0 [AMD]),6.89,21180100.0
2010-10-22 00:00:00+00:00,Equity(1 [TSLA]),4.144,805500.0
2010-10-22 00:00:00+00:00,Equity(2 [BLK]),167.56,593300.0
2010-10-22 00:00:00+00:00,Equity(3 [MTCH]),7.453,1987735.0
2010-10-22 00:00:00+00:00,Equity(5 [MSFT]),25.38,25837900.0
2010-10-22 00:00:00+00:00,Equity(6 [GOOGL]),306.572,4507688.0
2010-10-22 00:00:00+00:00,Equity(7 [AAPL]),10.981,372778000.0
2010-10-25 00:00:00+00:00,Equity(0 [AMD]),7.26,37042200.0
2010-10-25 00:00:00+00:00,Equity(1 [TSLA]),4.17,592500.0
2010-10-25 00:00:00+00:00,Equity(2 [BLK]),168.39,765300.0
2010-10-25 00:00:00+00:00,Equity(3 [MTCH]),7.484,2195404.0
2010-10-25 00:00:00+00:00,Equity(5 [MSFT]),25.19,50912400.0
2010-10-25 00:00:00+00:00,Equity(6 [GOOGL]),308.559,6310483.0
2010-10-25 00:00:00+00:00,Equity(7 [AAPL]),11.03,392462000.0
2010-10-26 00:00:00+00:00,Equity(0 [AMD]),7.2,16114600.0
2010-10-26 00:00:00+00:00,Equity(1 [TSLA]),4.272,3304500.0
2010-10-26 00:00:00+00:00,Equity(2 [BLK]),168.62,329600.0
2010-10-26 00:00:00+00:00,Equity(3 [MTCH]),7.559,7070538.0
2010-10-26 00:00:00+00:00,Equity(5 [MSFT]),25.9,69304200.0
2010-10-26 00:00:00+00:00,Equity(6 [GOOGL]),309.61,5020774.0
2010-10-26 00:00:00+00:00,Equity(7 [AAPL]),11.002,392929600.0
2010-10-27 00:00:00+00:00,Equity(0 [AMD]),7.35,18477100.0
2010-10-27 00:00:00+00:00,Equity(1 [TSLA]),4.2,1782500.0
2010-10-27 00:00:00+00:00,Equity(2 [BLK]),168.5,314300.0
2010-10-27 00:00:00+00:00,Equity(3 [MTCH]),7.878,12277312.0
2010-10-27 00:00:00+00:00,Equity(5 [MSFT]),26.05,64805500.0
2010-10-27 00:00:00+00:00,Equity(6 [GOOGL]),308.544,4479316.0
2010-10-27 00:00:00+00:00,Equity(7 [AAPL]),10.994,399002800.0
2010-10-28 00:00:00+00:00,Equity(0 [AMD]),7.63,32454500.0
2010-10-28 00:00:00+00:00,Equity(1 [TSLA]),4.238,1121000.0
2010-10-28 00:00:00+00:00,Equity(2 [BLK]),168.13,319600.0
2010-10-28 00:00:00+00:00,Equity(3 [MTCH]),7.921,9067378.0
2010-10-28 00:00:00+00:00,Equity(5 [MSFT]),26.28,80730300.0
2010-10-28 00:00:00+00:00,Equity(6 [GOOGL]),309.6,4364231.0
2010-10-28 00:00:00+00:00,Equity(7 [AAPL]),10.901,551051200.0
2010-10-29 00:00:00+00:00,Equity(0 [AMD]),7.34,26841400.0
2010-10-29 00:00:00+00:00,Equity(1 [TSLA]),4.368,1403000.0
2010-10-29 00:00:00+00:00,Equity(2 [BLK]),170.99,578400.0
2010-10-29 00:00:00+00:00,Equity(3 [MTCH]),7.967,5684446.0
2010-10-29 00:00:00+00:00,Equity(5 [MSFT]),26.67,114193200.0
2010-10-29 00:00:00+00:00,Equity(6 [GOOGL]),307.157,4552043.0
2010-10-29 00:00:00+00:00,Equity(7 [AAPL]),10.749,430511200.0
2010-11-01 00:00:00+00:00,Equity(0 [AMD]),7.36,20604400.0
2010-11-01 00:00:00+00:00,Equity(1 [TSLA]),4.282,2279000.0
2010-11-01 00:00:00+00:00,Equity(2 [BLK]),171.85,302900.0
2010-11-01 00:00:00+00:00,Equity(3 [MTCH]),7.927,2682882.0
2010-11-01 00:00:00+00:00,Equity(5 [MSFT]),26.95,61912100.0
2010-11-01 00:00:00+00:00,Equity(6 [GOOGL]),307.808,6168026.0
2010-11-01 00:00:00+00:00,Equity(7 [AAPL]),10.864,423889200.0
2010-11-02 00:00:00+00:00,Equity(0 [AMD]),7.54,21752500.0
2010-11-02 00:00:00+00:00,Equity(1 [TSLA]),4.25,1612500.0
2010-11-02 00:00:00+00:00,Equity(2 [BLK]),173.04,211500.0
2010-11-02 00:00:00+00:00,Equity(3 [MTCH]),7.993,2780238.0
2010-11-02 00:00:00+00:00,Equity(5 [MSFT]),27.39,54402100.0
2010-11-02 00:00:00+00:00,Equity(6 [GOOGL]),308.108,3991205.0
2010-11-02 00:00:00+00:00,Equity(7 [AAPL]),11.049,433930000.0
2010-11-03 00:00:00+00:00,Equity(0 [AMD]),7.64,20359100.0
2010-11-03 00:00:00+00:00,Equity(1 [TSLA]),4.354,1863000.0
2010-11-03 00:00:00+00:00,Equity(2 [BLK]),165.66,1959200.0
2010-11-03 00:00:00+00:00,Equity(3 [MTCH]),7.95,3043588.0
2010-11-03 00:00:00+00:00,Equity(5 [MSFT]),27.03,110255300.0
2010-11-03 00:00:00+00:00,Equity(6 [GOOGL]),310.4,6754239.0
2010-11-03 00:00:00+00:00,Equity(7 [AAPL]),11.171,508348400.0
2010-11-04 00:00:00+00:00,Equity(0 [AMD]),8.0,29582400.0
2010-11-04 00:00:00+00:00,Equity(1 [TSLA]),4.98,9370000.0
2010-11-04 00:00:00+00:00,Equity(2 [BLK]),169.01,2337800.0
2010-11-04 00:00:00+00:00,Equity(3 [MTCH]),7.998,2928022.0
2010-11-04 00:00:00+00:00,Equity(5 [MSFT]),27.14,93599300.0
2010-11-04 00:00:00+00:00,Equity(6 [GOOGL]),312.447,7134458.0
2010-11-04 00:00:00+00:00,Equity(7 [AAPL]),11.367,642488000.0
2010-11-05 00:00:00+00:00,Equity(0 [AMD]),8.04,24711800.0
2010-11-05 00:00:00+00:00,Equity(1 [TSLA]),4.888,5055000.0
2010-11-05 00:00:00+00:00,Equity(2 [BLK]),173.15,1184600.0
2010-11-05 00:00:00+00:00,Equity(3 [MTCH]),8.161,4187341.0
2010-11-05 00:00:00+00:00,Equity(5 [MSFT]),26.85,110953700.0
2010-11-05 00:00:00+00:00,Equity(6 [GOOGL]),312.853,3527869.0
2010-11-05 00:00:00+00:00,Equity(7 [AAPL]),11.326,361253200.0
2010-11-08 00:00:00+00:00,Equity(0 [AMD]),8.14,28465800.0
2010-11-08 00:00:00+00:00,Equity(1 [TSLA]),4.996,2547500.0
2010-11-08 00:00:00+00:00,Equity(2 [BLK]),169.09,2274300.0
2010-11-08 00:00:00+00:00,Equity(3 [MTCH]),8.187,3172462.0
2010-11-08 00:00:00+00:00,Equity(5 [MSFT]),26.81,71670800.0
2010-11-08 00:00:00+00:00,Equity(6 [GOOGL]),313.699,4198397.0
2010-11-08 00:00:00+00:00,Equity(7 [AAPL]),11.379,281758400.0
2010-11-09 00:00:00+00:00,Equity(0 [AMD]),7.91,42726500.0
2010-11-09 00:00:00+00:00,Equity(1 [TSLA]),4.926,4782000.0
2010-11-09 00:00:00+00:00,Equity(2 [BLK]),164.51,16343600.0
2010-11-09 00:00:00+00:00,Equity(3 [MTCH]),8.081,2669224.0
2010-11-09 00:00:00+00:00,Equity(5 [MSFT]),26.95,58538600.0
2010-11-09 00:00:00+00:00,Equity(6 [GOOGL]),312.723,4469926.0
2010-11-09 00:00:00+00:00,Equity(7 [AAPL]),11.289,383544000.0
2010-11-10 00:00:00+00:00,Equity(0 [AMD]),7.75,31317300.0
2010-11-10 00:00:00+00:00,Equity(1 [TSLA]),5.872,15302500.0
2010-11-10 00:00:00+00:00,Equity(2 [BLK]),168.48,5091100.0
2010-11-10 00:00:00+00:00,Equity(3 [MTCH]),8.033,3734183.0
2010-11-10 00:00:00+00:00,Equity(5 [MSFT]),26.94,52277300.0
2010-11-10 00:00:00+00:00,Equity(6 [GOOGL]),311.752,4989006.0
2010-11-10 00:00:00+00:00,Equity(7 [AAPL]),11.358,384227200.0
2010-11-11 00:00:00+00:00,Equity(0 [AMD]),7.63,17940500.0
2010-11-11 00:00:00+00:00,Equity(1 [TSLA]),5.608,9726500.0
2010-11-11 00:00:00+00:00,Equity(2 [BLK]),171.2,3135500.0
2010-11-11 00:00:00+00:00,Equity(3 [MTCH]),8.018,2845375.0
2010-11-11 00:00:00+00:00,Equity(5 [MSFT]),26.68,62073100.0
2010-11-11 00:00:00+00:00,Equity(6 [GOOGL]),308.904,4518677.0
2010-11-11 00:00:00+00:00,Equity(7 [AAPL]),11.309,361284000.0
2010-11-12 00:00:00+00:00,Equity(0 [AMD]),7.63,34469700.0
2010-11-12 00:00:00+00:00,Equity(1 [TSLA]),5.968,13645500.0
2010-11-12 00:00:00+00:00,Equity(2 [BLK]),173.07,3350200.0
2010-11-12 00:00:00+00:00,Equity(3 [MTCH]),7.913,1723684.0
2010-11-12 00:00:00+00:00,Equity(5 [MSFT]),26.27,64962200.0
2010-11-12 00:00:00+00:00,Equity(6 [GOOGL]),301.947,6779214.0
2010-11-12 00:00:00+00:00,Equity(7 [AAPL]),11.001,795846800.0
2010-11-15 00:00:00+00:00,Equity(0 [AMD]),7.57,15867600.0
2010-11-15 00:00:00+00:00,Equity(1 [TSLA]),6.16,13114500.0
2010-11-15 00:00:00+00:00,Equity(2 [BLK]),173.08,1715400.0
2010-11-15 00:00:00+00:00,Equity(3 [MTCH]),7.95,3270868.0
2010-11-15 00:00:00+00:00,Equity(5 [MSFT]),26.2,51794600.0
2010-11-15 00:00:00+00:00,Equity(6 [GOOGL]),298.033,6950842.0
2010-11-15 00:00:00+00:00,Equity(7 [AAPL]),10.966,403606000.0
2010-11-16 00:00:00+00:00,Equity(0 [AMD]),7.43,26840800.0
2010-11-16 00:00:00+00:00,Equity(1 [TSLA]),5.934,6738000.0
2010-11-16 00:00:00+00:00,Equity(2 [BLK]),167.28,2319400.0
2010-11-16 00:00:00+00:00,Equity(3 [MTCH]),7.798,3213085.0
2010-11-16 00:00:00+00:00,Equity(5 [MSFT]),25.81,65339200.0
2010-11-16 00:00:00+00:00,Equity(6 [GOOGL]),292.152,6608185.0
2010-11-16 00:00:00+00:00,Equity(7 [AAPL]),10.771,657650000.0
2010-11-17 00:00:00+00:00,Equity(0 [AMD]),7.33,17761400.0
2010-11-17 00:00:00+00:00,Equity(1 [TSLA]),5.898,3750000.0
2010-11-17 00:00:00+00:00,Equity(2 [BLK]),168.93,1929800.0
2010-11-17 00:00:00+00:00,Equity(3 [MTCH]),7.71,3446668.0
2010-11-17 00:00:00+00:00,Equity(5 [MSFT]),25.57,58299700.0
2010-11-17 00:00:00+00:00,Equity(6 [GOOGL]),292.067,4880115.0
2010-11-17 00:00:00+00:00,Equity(7 [AAPL]),10.732,479449600.0
2010-11-18 00:00:00+00:00,Equity(0 [AMD]),7.35,13942700.0
2010-11-18 00:00:00+00:00,Equity(1 [TSLA]),5.978,4780500.0
2010-11-18 00:00:00+00:00,Equity(2 [BLK]),169.15,2262700.0
2010-11-18 00:00:00+00:00,Equity(3 [MTCH]),7.856,2865336.0
2010-11-18 00:00:00+00:00,Equity(5 [MSFT]),25.84,59514000.0
2010-11-18 00:00:00+00:00,Equity(6 [GOOGL]),298.579,5174820.0
2010-11-18 00:00:00+00:00,Equity(7 [AAPL]),11.015,494491200.0
2010-11-19 00:00:00+00:00,Equity(0 [AMD]),7.47,14476000.0
2010-11-19 00:00:00+00:00,Equity(1 [TSLA]),6.198,5752500.0
2010-11-19 00:00:00+00:00,Equity(2 [BLK]),168.98,842100.0
2010-11-19 00:00:00+00:00,Equity(3 [MTCH]),7.836,1222198.0
2010-11-19 00:00:00+00:00,Equity(5 [MSFT]),25.69,52423200.0
2010-11-19 00:00:00+00:00,Equity(6 [GOOGL]),295.711,4590405.0
2010-11-19 00:00:00+00:00,Equity(7 [AAPL]),10.955,384843200.0
2010-11-22 00:00:00+00:00,Equity(0 [AMD]),7.41,12073300.0
2010-11-22 00:00:00+00:00,Equity(1 [TSLA]),6.68,7648500.0
2010-11-22 00:00:00+00:00,Equity(2 [BLK]),166.87,1077000.0
2010-11-22 00:00:00+00:00,Equity(3 [MTCH]),7.978,2269646.0
2010-11-22 00:00:00+00:00,Equity(5 [MSFT]),25.73,53350500.0
2010-11-22 00:00:00+00:00,Equity(6 [GOOGL]),295.906,4368827.0
2010-11-22 00:00:00+00:00,Equity(7 [AAPL]),11.191,393075200.0
2010-11-23 00:00:00+00:00,Equity(0 [AMD]),7.32,10386700.0
2010-11-23 00:00:00+00:00,Equity(1 [TSLA]),6.914,7889000.0
2010-11-23 00:00:00+00:00,Equity(2 [BLK]),163.03,1200500.0
2010-11-23 00:00:00+00:00,Equity(3 [MTCH]),7.973,2799149.0
2010-11-23 00:00:00+00:00,Equity(5 [MSFT]),25.12,69742500.0
2010-11-23 00:00:00+00:00,Equity(6 [GOOGL]),291.797,4320875.0
2010-11-23 00:00:00+00:00,Equity(7 [AAPL]),11.026,519447600.0
2010-11-24 00:00:00+00:00,Equity(0 [AMD]),7.62,14304900.0
2010-11-24 00:00:00+00:00,Equity(1 [TSLA]),7.094,7125000.0
2010-11-24 00:00:00+00:00,Equity(2 [BLK]),165.89,948900.0
2010-11-24 00:00:00+00:00,Equity(3 [MTCH]),8.038,2579573.0
2010-11-24 00:00:00+00:00,Equity(5 [MSFT]),25.37,56825900.0
2010-11-24 00:00:00+00:00,Equity(6 [GOOGL]),297.783,4788007.0
2010-11-24 00:00:00+00:00,Equity(7 [AAPL]),11.243,413725200.0
2010-11-26 00:00:00+00:00,Equity(0 [AMD]),7.55,4052200.0
2010-11-26 00:00:00+00:00,Equity(1 [TSLA]),7.064,1753000.0
2010-11-26 00:00:00+00:00,Equity(2 [BLK]),164.6,230900.0
2010-11-26 00:00:00+00:00,Equity(3 [MTCH]),8.018,634913.0
2010-11-26 00:00:00+00:00,Equity(5 [MSFT]),25.25,21356500.0
2010-11-26 00:00:00+00:00,Equity(6 [GOOGL]),295.295,2619578.0
2010-11-26 00:00:00+00:00,Equity(7 [AAPL]),11.25,237585600.0
2010-11-29 00:00:00+00:00,Equity(0 [AMD]),7.38,15579700.0
2010-11-29 00:00:00+00:00,Equity(1 [TSLA]),6.866,5728000.0
2010-11-29 00:00:00+00:00,Equity(2 [BLK]),163.1,1046000.0
2010-11-29 00:00:00+00:00,Equity(3 [MTCH]),8.107,3624920.0
2010-11-29 00:00:00+00:00,Equity(5 [MSFT]),25.31,56603600.0
2010-11-29 00:00:00+00:00,Equity(6 [GOOGL]),291.346,5713681.0
2010-11-29 00:00:00+00:00,Equity(7 [AAPL]),11.317,445785200.0
2010-11-30 00:00:00+00:00,Equity(0 [AMD]),7.29,12917100.0
2010-11-30 00:00:00+00:00,Equity(1 [TSLA]),7.066,11113000.0
2010-11-30 00:00:00+00:00,Equity(2 [BLK]),163.0,1147600.0
2010-11-30 00:00:00+00:00,Equity(3 [MTCH]),8.038,6371189.0
2010-11-30 00:00:00+00:00,Equity(5 [MSFT]),25.26,75282100.0
2010-11-30 00:00:00+00:00,Equity(6 [GOOGL]),278.133,14220565.0
2010-11-30 00:00:00+00:00,Equity(7 [AAPL]),11.113,501858000.0
2010-12-01 00:00:00+00:00,Equity(0 [AMD]),7.51,23883600.0
2010-12-01 00:00:00+00:00,Equity(1 [TSLA]),6.87,6496000.0
2010-12-01 00:00:00+00:00,Equity(2 [BLK]),167.62,1506800.0
2010-12-01 00:00:00+00:00,Equity(3 [MTCH]),8.201,3293631.0
2010-12-01 00:00:00+00:00,Equity(5 [MSFT]),26.04,74123500.0
2010-12-01 00:00:00+00:00,Equity(6 [GOOGL]),282.457,7500692.0
2010-12-01 00:00:00+00:00,Equity(7 [AAPL]),11.3,461750800.0
2010-12-02 00:00:00+00:00,Equity(0 [AMD]),7.54,19539900.0
2010-12-02 00:00:00+00:00,Equity(1 [TSLA]),6.47,10035000.0
2010-12-02 00:00:00+00:00,Equity(2 [BLK]),171.85,1048400.0
2010-12-02 00:00:00+00:00,Equity(3 [MTCH]),8.381,6109939.0
2010-12-02 00:00:00+00:00,Equity(5 [MSFT]),26.89,91759200.0
2010-12-02 00:00:00+00:00,Equity(6 [GOOGL]),286.196,5090704.0
2010-12-02 00:00:00+00:00,Equity(7 [AAPL]),11.363,462837200.0
2010-12-03 00:00:00+00:00,Equity(0 [AMD]),7.65,17230100.0
2010-12-03 00:00:00+00:00,Equity(1 [TSLA]),6.298,5800500.0
2010-12-03 00:00:00+00:00,Equity(2 [BLK]),172.35,719600.0
2010-12-03 00:00:00+00:00,Equity(3 [MTCH]),8.632,6017136.0
2010-12-03 00:00:00+00:00,Equity(5 [MSFT]),27.02,52622000.0
2010-12-03 00:00:00+00:00,Equity(6 [GOOGL]),286.787,5257138.0
2010-12-03 00:00:00+00:00,Equity(7 [AAPL]),11.337,342092800.0
2010-12-06 00:00:00+00:00,Equity(0 [AMD]),7.82,22908800.0
2010-12-06 00:00:00+00:00,Equity(1 [TSLA]),6.062,6372000.0
2010-12-06 00:00:00+00:00,Equity(2 [BLK]),171.48,747600.0
2010-12-06 00:00:00+00:00,Equity(3 [MTCH]),8.715,3868659.0
2010-12-06 00:00:00+00:00,Equity(5 [MSFT]),26.84,36264200.0
2010-12-06 00:00:00+00:00,Equity(6 [GOOGL]),289.469,4183412.0
2010-12-06 00:00:00+00:00,Equity(7 [AAPL]),11.434,448481600.0
2010-12-07 00:00:00+00:00,Equity(0 [AMD]),8.02,31776500.0
2010-12-07 00:00:00+00:00,Equity(1 [TSLA]),6.312,6556500.0
2010-12-07 00:00:00+00:00,Equity(2 [BLK]),171.39,1323500.0
2010-12-07 00:00:00+00:00,Equity(3 [MTCH]),8.701,4092437.0
2010-12-07 00:00:00+00:00,Equity(5 [MSFT]),26.87,57860500.0
2010-12-07 00:00:00+00:00,Equity(6 [GOOGL]),293.864,6078316.0
2010-12-07 00:00:00+00:00,Equity(7 [AAPL]),11.365,391454000.0
2010-12-08 00:00:00+00:00,Equity(0 [AMD]),8.17,19981200.0
2010-12-08 00:00:00+00:00,Equity(1 [TSLA]),6.474,3300000.0
2010-12-08 00:00:00+00:00,Equity(2 [BLK]),173.7,848900.0
2010-12-08 00:00:00+00:00,Equity(3 [MTCH]),8.618,6500763.0
2010-12-08 00:00:00+00:00,Equity(5 [MSFT]),27.23,41666800.0
2010-12-08 00:00:00+00:00,Equity(6 [GOOGL]),295.566,3510286.0
2010-12-08 00:00:00+00:00,Equity(7 [AAPL]),11.465,321935600.0
2010-12-09 00:00:00+00:00,Equity(0 [AMD]),7.95,16823000.0
2010-12-09 00:00:00+00:00,Equity(1 [TSLA]),6.41,2030000.0
2010-12-09 00:00:00+00:00,Equity(2 [BLK]),179.82,1489600.0
2010-12-09 00:00:00+00:00,Equity(3 [MTCH]),8.578,3619317.0
2010-12-09 00:00:00+00:00,Equity(5 [MSFT]),27.08,47148300.0
2010-12-09 00:00:00+00:00,Equity(6 [GOOGL]),296.046,3734062.0
2010-12-09 00:00:00+00:00,Equity(7 [AAPL]),11.42,294151200.0
2010-12-10 00:00:00+00:00,Equity(0 [AMD]),8.07,15130900.0
2010-12-10 00:00:00+00:00,Equity(1 [TSLA]),6.304,2147000.0
2010-12-10 00:00:00+00:00,Equity(2 [BLK]),183.05,1982000.0
2010-12-10 00:00:00+00:00,Equity(3 [MTCH]),8.558,3296082.0
2010-12-10 00:00:00+00:00,Equity(5 [MSFT]),27.34,37625800.0
2010-12-10 00:00:00+00:00,Equity(6 [GOOGL]),296.401,3405991.0
2010-12-10 00:00:00+00:00,Equity(7 [AAPL]),11.449,262511200.0
2010-12-13 00:00:00+00:00,Equity(0 [AMD]),8.23,29524200.0
